employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score
9260,HR,region_11,Bachelor's,m,sourcing,1,27,,1,0,0,52
63014,Operations,region_2,Bachelor's,f,other,1,25,,1,1,0,54
55436,Finance,region_2,Master's & above,m,other,2,36,5,8,1,0,60
5745,Technology,region_16,Master's & above,m,other,1,53,4,3,0,0,80
56619,HR,region_16,Bachelor's,m,sourcing,1,26,,1,0,0,48
13414,Operations,region_22,Master's & above,m,other,1,47,5,17,0,0,70
72075,Sales & Marketing,region_7,Master's & above,m,other,1,36,2,10,0,0,47
17428,HR,region_2,Master's & above,f,other,1,38,4,12,0,0,52
10102,Finance,region_7,Bachelor's,m,other,1,33,2,4,0,0,60
71057,Sales & Marketing,region_22,Bachelor's,m,other,1,27,2,4,1,0,49
46199,Finance,region_22,Bachelor's,m,other,1,28,,1,0,0,64
51082,Procurement,region_5,Bachelor's,f,other,1,32,,1,0,0,62
13050,Analytics,region_2,Bachelor's,m,sourcing,1,33,3,4,1,0,86
5188,R&D,region_15,Bachelor's,m,other,3,28,2,8,0,0,86
39742,Sales & Marketing,region_7,Master's & above,m,other,2,33,3,4,0,0,50
26936,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,37,5,7,1,0,53
29473,Procurement,region_7,Master's & above,f,other,1,32,3,5,0,0,67
44517,Sales & Marketing,region_2,,m,other,1,23,,1,0,0,67
2133,Sales & Marketing,region_14,Master's & above,m,other,1,31,1,2,0,0,50
16033,Technology,region_15,Bachelor's,m,other,1,29,4,7,0,0,93
3874,Sales & Marketing,region_25,Master's & above,m,other,1,46,3,7,0,0,45
35184,Procurement,region_27,Bachelor's,f,other,1,31,1,5,0,0,73
69911,Technology,region_2,Master's & above,f,other,1,39,1,4,0,0,82
29378,Procurement,region_27,Bachelor's,f,sourcing,3,27,3,3,0,0,73
72178,Sales & Marketing,region_15,Bachelor's,m,referred,1,30,,1,1,0,49
23509,Procurement,region_2,Bachelor's,m,sourcing,1,29,3,3,0,0,70
72156,Analytics,region_2,,m,sourcing,1,31,3,6,0,0,85
39396,Technology,region_11,Bachelor's,m,other,1,33,2,10,0,0,82
37676,Operations,region_22,Bachelor's,m,sourcing,1,29,,1,0,0,56
12444,Operations,region_3,Master's & above,m,other,1,37,5,8,1,0,61
57604,Analytics,region_22,Bachelor's,f,sourcing,1,32,5,3,1,0,88
4887,R&D,region_27,Master's & above,m,other,1,28,,1,0,0,80
16889,Sales & Marketing,region_17,Bachelor's,m,other,1,32,1,5,0,0,51
16711,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,45,3,7,0,0,49
70814,Operations,region_22,Bachelor's,m,other,3,29,5,5,0,0,59
20507,HR,region_29,Bachelor's,m,other,1,32,5,5,1,0,48
67404,Technology,region_23,Master's & above,m,sourcing,1,39,3,9,0,0,78
6923,Operations,region_32,Bachelor's,m,other,2,30,3,3,0,0,60
54683,Procurement,region_10,Master's & above,f,other,1,31,3,4,0,0,70
77690,Analytics,region_3,Master's & above,m,other,1,35,5,7,0,0,84
54154,Sales & Marketing,region_2,Bachelor's,m,other,1,49,3,3,0,0,47
74438,Finance,region_27,Bachelor's,m,other,1,31,5,5,1,0,58
786,Sales & Marketing,region_4,Bachelor's,f,sourcing,1,35,5,6,1,1,54
4472,Operations,region_32,Bachelor's,m,sourcing,1,38,3,7,0,0,65
74406,Sales & Marketing,region_7,Master's & above,m,other,3,33,3,4,0,0,50
29401,Operations,region_23,Bachelor's,f,other,1,35,5,6,1,0,55
15947,Sales & Marketing,region_16,Bachelor's,m,other,2,26,4,4,0,0,43
60126,Technology,region_4,Bachelor's,m,sourcing,1,27,3,4,0,0,77
69225,Procurement,region_10,Master's & above,m,other,1,31,5,3,1,0,71
77348,Sales & Marketing,region_32,Bachelor's,m,other,1,30,,1,0,0,53
66659,Operations,region_26,Bachelor's,f,sourcing,1,34,5,9,1,0,57
35172,Sales & Marketing,region_2,Bachelor's,m,other,1,58,3,16,0,0,49
9477,Finance,region_2,Bachelor's,m,sourcing,2,27,,1,0,0,61
59819,Operations,region_22,Master's & above,m,other,1,34,5,8,1,0,64
37854,Procurement,region_13,Bachelor's,f,sourcing,1,33,3,10,1,0,69
23795,Technology,region_2,Bachelor's,f,other,1,36,1,4,0,0,79
46923,Finance,region_15,Bachelor's,m,sourcing,2,28,3,4,0,0,58
52685,Procurement,region_7,Bachelor's,m,other,1,32,5,3,1,0,66
33084,Analytics,region_27,Bachelor's,m,other,1,28,4,4,0,0,88
9927,Analytics,region_25,Master's & above,m,other,1,33,3,9,0,0,83
75136,HR,region_22,Master's & above,m,other,1,36,3,2,0,0,51
47276,Technology,region_2,Bachelor's,f,sourcing,1,37,5,8,1,0,83
72709,Analytics,region_6,Bachelor's,m,other,2,33,3,5,0,0,84
34816,Finance,region_13,Master's & above,f,sourcing,1,33,3,4,0,0,63
61274,HR,region_28,Bachelor's,m,other,1,34,2,5,0,0,48
15972,Analytics,region_2,Bachelor's,m,sourcing,2,39,4,4,0,0,90
5858,Sales & Marketing,region_22,Bachelor's,m,sourcing,4,28,3,6,0,0,51
9059,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,31,4,4,0,0,51
2476,Sales & Marketing,region_25,Bachelor's,m,other,1,30,3,5,0,0,51
25641,Technology,region_2,Bachelor's,m,other,1,40,3,5,1,0,82
19815,Analytics,region_26,Bachelor's,m,sourcing,1,32,3,10,0,0,80
2882,Technology,region_2,Bachelor's,f,sourcing,2,35,1,5,1,0,75
2531,Operations,region_26,Bachelor's,f,other,1,31,4,5,0,0,64
42205,Sales & Marketing,region_2,,m,other,1,20,5,2,0,0,43
13599,Sales & Marketing,region_34,Bachelor's,m,other,1,34,3,5,1,0,52
34043,Procurement,region_7,Master's & above,f,other,1,32,4,2,1,0,70
57063,Operations,region_26,Bachelor's,m,other,1,28,5,3,1,0,61
72649,Technology,region_22,Below Secondary,m,other,1,24,,1,1,0,80
57570,Sales & Marketing,region_2,Bachelor's,m,other,1,24,3,2,1,0,47
34566,Finance,region_19,Bachelor's,m,other,1,35,4,6,0,0,61
68507,Sales & Marketing,region_7,Bachelor's,m,other,1,44,4,10,0,0,47
66984,Sales & Marketing,region_19,Bachelor's,m,other,1,28,5,6,0,0,51
32307,Analytics,region_22,Bachelor's,m,other,1,29,2,2,1,0,80
84,Technology,region_23,Bachelor's,f,sourcing,1,31,3,4,0,0,76
52737,Operations,region_24,Bachelor's,f,other,2,29,5,3,1,0,63
13037,Technology,region_2,Below Secondary,f,other,1,24,,1,0,0,85
53172,Analytics,region_22,Bachelor's,m,other,2,35,3,8,0,0,85
57164,Technology,region_24,Bachelor's,f,sourcing,1,25,4,4,1,0,83
30678,Procurement,region_1,Bachelor's,f,sourcing,1,26,4,4,0,0,69
70887,Sales & Marketing,region_31,Bachelor's,m,other,2,33,3,5,0,0,48
48669,Procurement,region_16,Bachelor's,f,other,2,26,,1,0,0,74
37319,Operations,region_23,Bachelor's,m,other,2,36,3,5,1,0,68
24242,Operations,region_8,Bachelor's,f,other,1,29,4,2,0,0,60
15753,Analytics,region_25,Bachelor's,m,sourcing,1,28,3,4,0,0,85
77621,Legal,region_7,Master's & above,m,sourcing,1,37,5,3,1,0,63
24788,Technology,region_13,Master's & above,m,sourcing,2,45,2,11,0,0,78
382,Sales & Marketing,region_16,Master's & above,m,sourcing,1,45,1,14,0,0,45
72981,HR,region_32,Bachelor's,m,sourcing,1,32,2,7,1,0,51
416,Operations,region_16,Bachelor's,m,other,2,31,4,5,1,0,63
76881,Procurement,region_2,Master's & above,m,other,1,34,4,8,0,0,71
18481,Sales & Marketing,region_12,Bachelor's,m,sourcing,2,35,5,6,0,0,43
51207,Procurement,region_2,Bachelor's,m,sourcing,1,41,2,9,0,0,69
35961,Procurement,region_13,Master's & above,f,sourcing,1,34,4,4,0,0,68
4643,Operations,region_30,Master's & above,f,sourcing,1,44,3,11,0,0,64
17295,Sales & Marketing,region_7,Bachelor's,m,other,1,32,1,5,0,0,48
39899,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,37,4,14,1,0,46
54880,Sales & Marketing,region_23,Master's & above,m,sourcing,1,36,1,8,0,0,50
22757,R&D,region_7,Master's & above,f,sourcing,1,38,3,4,0,0,83
12035,Sales & Marketing,region_2,Master's & above,m,other,1,55,3,25,0,0,51
215,Sales & Marketing,region_13,Bachelor's,f,other,1,30,1,8,0,0,52
4091,Analytics,region_9,Master's & above,m,sourcing,1,33,4,7,0,0,83
50909,R&D,region_27,Master's & above,m,sourcing,1,30,3,5,0,0,88
47957,Technology,region_19,Bachelor's,m,other,1,32,3,4,0,0,74
43923,Analytics,region_14,Bachelor's,m,sourcing,1,31,4,4,1,0,86
66792,Procurement,region_4,Bachelor's,f,other,1,33,5,5,1,0,67
38251,Sales & Marketing,region_15,Bachelor's,m,other,1,32,4,7,0,0,50
32211,Technology,region_15,Bachelor's,m,other,2,36,4,3,0,0,76
65853,Technology,region_33,Bachelor's,m,other,1,32,3,6,0,0,78
2743,Sales & Marketing,region_16,Bachelor's,m,other,1,44,1,14,0,0,56
6819,Operations,region_22,Master's & above,m,other,2,32,3,5,1,0,61
16549,Operations,region_31,Bachelor's,f,sourcing,2,36,4,4,0,0,59
47613,Operations,region_34,Bachelor's,m,sourcing,1,30,3,3,0,0,65
60531,Operations,region_31,Bachelor's,m,other,1,39,3,4,1,0,55
70002,Operations,region_31,Bachelor's,m,other,1,29,5,2,1,0,59
45188,Technology,region_11,Bachelor's,f,other,1,35,1,4,1,0,76
1013,Analytics,region_22,,m,sourcing,2,27,5,1,1,0,82
40705,Technology,region_2,Below Secondary,m,other,2,23,,1,1,0,80
20034,Sales & Marketing,region_1,Bachelor's,m,other,1,27,3,4,1,0,48
32516,HR,region_4,Master's & above,m,sourcing,1,35,2,9,1,0,50
12165,Sales & Marketing,region_1,Bachelor's,m,other,1,36,3,8,1,0,49
32856,Operations,region_15,Bachelor's,m,other,1,36,4,9,1,0,56
66758,Procurement,region_16,Bachelor's,m,other,1,37,3,10,0,0,71
12080,Procurement,region_5,Bachelor's,f,other,1,26,5,4,1,0,71
51322,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,33,5,3,0,0,62
73267,Procurement,region_20,Bachelor's,f,other,2,30,3,4,1,0,68
638,Procurement,region_16,Bachelor's,f,other,1,39,3,8,0,0,68
39923,Sales & Marketing,region_2,Bachelor's,f,sourcing,2,43,3,16,0,0,49
18459,Technology,region_2,Bachelor's,m,sourcing,1,37,3,8,0,0,83
21240,Operations,region_2,Master's & above,f,other,1,56,3,16,0,0,71
19614,Finance,region_2,Bachelor's,f,other,1,37,4,2,0,0,59
41584,Procurement,region_7,Bachelor's,m,other,3,31,1,5,0,0,68
8735,Technology,region_2,Bachelor's,m,other,1,38,4,3,0,1,88
76175,Sales & Marketing,region_8,Bachelor's,m,other,1,30,4,4,0,0,50
48118,Legal,region_2,Bachelor's,m,sourcing,1,35,2,9,0,0,61
11678,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,39,5,6,1,0,49
17060,Analytics,region_1,Bachelor's,m,sourcing,1,31,3,7,0,0,82
37571,HR,region_2,Bachelor's,m,other,1,56,4,8,0,0,48
5975,Sales & Marketing,region_2,Bachelor's,f,other,1,48,4,11,1,0,44
72158,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,41,3,7,0,0,49
4722,Procurement,region_22,Master's & above,m,sourcing,1,31,1,6,1,0,72
5399,Sales & Marketing,region_27,Bachelor's,m,sourcing,2,25,2,2,0,0,54
26813,Procurement,region_28,Bachelor's,m,other,3,30,3,3,0,0,73
59148,Sales & Marketing,region_17,Bachelor's,m,other,1,40,1,10,0,0,48
12502,Operations,region_16,Bachelor's,f,sourcing,1,44,3,17,0,0,61
32887,Operations,region_29,Bachelor's,m,other,1,28,2,2,1,0,58
72762,Sales & Marketing,region_6,Bachelor's,m,other,1,26,5,3,1,0,48
2246,Sales & Marketing,region_2,,f,other,1,50,4,8,0,0,48
18098,R&D,region_15,Master's & above,m,sourcing,1,31,,1,0,0,86
18001,Procurement,region_2,Bachelor's,m,other,5,28,2,4,0,0,69
12568,Operations,region_26,Master's & above,m,sourcing,1,32,3,5,0,0,56
50397,Analytics,region_2,Master's & above,m,sourcing,2,58,3,14,0,0,84
18903,Sales & Marketing,region_32,,m,other,1,32,3,7,0,0,52
77580,Procurement,region_15,Master's & above,m,other,1,39,3,4,1,0,69
72057,Analytics,region_22,Bachelor's,f,sourcing,1,28,5,3,0,0,89
44802,Technology,region_2,Bachelor's,m,sourcing,1,57,2,29,0,0,78
21669,Operations,region_2,Master's & above,f,sourcing,1,56,3,15,0,0,59
35034,Finance,region_2,Master's & above,f,sourcing,1,37,4,10,0,0,64
51093,Sales & Marketing,region_31,Bachelor's,m,other,1,37,4,3,1,0,50
6842,Procurement,region_21,Bachelor's,m,sourcing,1,34,4,6,1,0,67
57924,Legal,region_31,Bachelor's,m,other,3,32,5,2,1,1,94
23858,Operations,region_15,Bachelor's,m,other,1,32,3,8,1,0,61
53862,HR,region_24,Bachelor's,m,sourcing,1,30,3,6,0,0,48
2763,Operations,region_22,Bachelor's,m,sourcing,1,26,4,3,0,0,59
16733,Analytics,region_22,Bachelor's,m,other,1,28,5,2,0,0,84
44038,Technology,region_26,Bachelor's,m,sourcing,1,29,4,7,1,0,85
46280,Technology,region_7,Master's & above,f,sourcing,1,33,1,9,0,0,78
71227,Procurement,region_2,Bachelor's,f,sourcing,1,55,3,8,0,0,73
26339,Sales & Marketing,region_16,Bachelor's,m,other,2,30,3,2,0,0,47
52780,Operations,region_13,Master's & above,f,other,1,41,5,6,1,0,62
26383,HR,region_14,Bachelor's,m,other,1,34,4,9,0,0,49
63952,Operations,region_24,Bachelor's,m,sourcing,1,30,4,4,0,0,54
60193,R&D,region_2,Bachelor's,m,other,1,46,4,2,0,0,86
72056,Technology,region_4,Master's & above,f,other,1,31,3,7,0,0,75
39336,Technology,region_2,Master's & above,f,sourcing,1,35,3,8,0,0,79
51505,R&D,region_2,Bachelor's,m,other,2,35,4,7,1,0,83
72943,Operations,region_31,Master's & above,f,sourcing,1,34,2,4,0,0,58
13641,Technology,region_13,Bachelor's,m,other,2,29,3,4,0,0,80
75659,Operations,region_8,Bachelor's,m,sourcing,1,26,5,3,0,0,60
37433,Operations,region_27,Bachelor's,m,other,1,36,3,9,0,0,62
32035,Technology,region_2,Bachelor's,f,other,1,46,4,10,0,0,84
36459,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,33,2,9,0,0,52
12211,Legal,region_13,Master's & above,m,other,1,37,3,3,0,0,59
53958,Sales & Marketing,region_21,Bachelor's,m,other,1,37,3,10,0,0,51
61752,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,28,3,4,1,0,53
1838,Operations,region_19,Bachelor's,m,other,1,40,5,13,0,0,60
13660,Sales & Marketing,region_16,Master's & above,m,other,1,33,5,3,0,0,51
77575,Procurement,region_2,Bachelor's,m,other,1,30,3,6,1,0,73
4761,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,26,5,5,1,0,52
17775,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,31,3,7,0,0,52
56557,Sales & Marketing,region_23,Master's & above,m,sourcing,2,51,1,8,0,0,45
14949,Analytics,region_32,,m,sourcing,1,27,3,2,0,0,84
58760,Analytics,region_7,Bachelor's,m,sourcing,1,37,5,8,1,0,84
21419,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,32,4,7,0,0,51
42546,Procurement,region_21,Bachelor's,f,other,1,33,5,7,1,0,68
53925,Technology,region_15,Master's & above,m,sourcing,1,36,3,7,0,0,82
1061,Sales & Marketing,region_2,,m,other,1,50,3,21,0,0,51
18119,Sales & Marketing,region_15,Bachelor's,m,other,1,42,3,12,0,0,50
28481,Operations,region_15,Bachelor's,m,sourcing,1,54,5,7,0,0,59
6813,Analytics,region_26,Master's & above,m,other,2,33,3,3,0,0,79
23928,Operations,region_23,Bachelor's,m,sourcing,1,37,3,7,0,0,55
34425,HR,region_22,Below Secondary,m,other,1,23,3,2,0,0,52
11294,Operations,region_31,Master's & above,m,sourcing,1,36,3,7,1,0,58
23810,Procurement,region_2,Master's & above,f,other,1,30,3,6,0,0,75
22173,Sales & Marketing,region_11,Master's & above,m,sourcing,3,42,3,2,0,0,56
11474,Procurement,region_17,Bachelor's,f,other,1,36,4,8,0,0,70
22907,Analytics,region_25,Master's & above,m,other,2,34,5,7,1,0,88
44942,Operations,region_27,Bachelor's,m,sourcing,1,40,4,10,0,0,60
17771,Procurement,region_26,Bachelor's,f,sourcing,1,39,3,2,1,0,69
65199,HR,region_16,Bachelor's,m,other,2,27,3,6,1,0,48
41806,Operations,region_15,Bachelor's,f,sourcing,1,32,5,4,1,0,64
66579,Analytics,region_22,Bachelor's,m,referred,1,31,5,6,1,0,82
77686,Sales & Marketing,region_15,Bachelor's,m,other,1,45,5,7,0,0,49
4993,Analytics,region_16,Bachelor's,m,sourcing,1,27,4,3,0,0,87
58652,Sales & Marketing,region_7,Master's & above,f,sourcing,1,36,4,2,1,0,50
78098,Sales & Marketing,region_12,Bachelor's,f,sourcing,1,26,5,2,1,0,51
53453,Procurement,region_2,Master's & above,f,sourcing,1,56,3,3,0,1,88
50933,Procurement,region_31,Bachelor's,m,sourcing,2,29,,1,0,0,68
11186,Sales & Marketing,region_11,Bachelor's,m,other,1,29,,1,0,0,48
16992,Sales & Marketing,region_16,Master's & above,m,other,1,43,3,7,0,0,49
8873,Sales & Marketing,region_7,Master's & above,f,other,2,37,1,11,0,0,51
52248,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,28,3,5,1,0,49
10471,Sales & Marketing,region_32,,m,sourcing,1,34,3,5,0,0,46
72093,HR,region_22,Master's & above,m,other,1,36,1,7,0,0,50
40389,Procurement,region_16,Bachelor's,f,sourcing,1,37,4,4,1,0,64
32267,Finance,region_26,Bachelor's,m,other,1,37,3,4,0,0,57
49256,Operations,region_15,Bachelor's,m,sourcing,1,32,2,5,1,0,61
46460,Procurement,region_16,Bachelor's,m,other,1,30,3,1,1,0,68
74775,Operations,region_16,Bachelor's,f,other,1,39,2,6,0,0,64
13038,Legal,region_7,Master's & above,m,sourcing,1,54,3,7,0,1,54
55653,Operations,region_7,Bachelor's,f,other,1,40,2,7,0,0,58
32644,Sales & Marketing,region_13,Bachelor's,m,other,1,37,3,8,1,0,49
60029,Sales & Marketing,region_26,Master's & above,m,sourcing,1,51,3,18,0,0,48
25506,Operations,region_26,Bachelor's,m,sourcing,1,27,5,4,1,0,61
4453,Sales & Marketing,region_19,Bachelor's,m,other,1,34,4,10,0,0,53
36447,Procurement,region_26,Master's & above,m,other,1,39,5,4,1,0,63
48581,Sales & Marketing,region_11,Bachelor's,m,other,1,47,5,16,0,0,51
45111,Operations,region_22,Bachelor's,m,sourcing,1,39,5,5,1,0,56
7788,Procurement,region_2,Bachelor's,f,sourcing,1,55,5,4,1,0,73
12959,Sales & Marketing,region_7,Bachelor's,m,other,1,35,4,5,1,0,53
16038,Legal,region_22,Bachelor's,m,sourcing,1,32,3,4,0,0,57
22035,Sales & Marketing,region_20,Bachelor's,m,other,1,29,3,4,0,0,49
56450,Sales & Marketing,region_5,Bachelor's,f,sourcing,1,26,5,5,0,0,46
28509,Sales & Marketing,region_7,Bachelor's,m,other,1,40,5,8,1,0,54
47775,Procurement,region_14,Bachelor's,m,sourcing,1,32,4,7,1,0,72
62860,Operations,region_4,Bachelor's,m,sourcing,1,32,5,5,1,0,58
35075,Sales & Marketing,region_2,Master's & above,m,other,1,49,1,15,0,0,63
20690,Sales & Marketing,region_7,Master's & above,m,other,2,37,3,8,0,0,54
78050,Operations,region_7,Master's & above,m,other,1,56,3,29,0,0,61
3631,Sales & Marketing,region_4,Master's & above,m,sourcing,2,40,1,3,0,0,51
76357,Operations,region_22,Bachelor's,m,sourcing,1,32,3,8,0,0,57
19511,Technology,region_10,Master's & above,m,sourcing,1,35,5,2,1,0,75
5225,Technology,region_11,Bachelor's,m,sourcing,1,30,1,2,0,0,78
6844,Sales & Marketing,region_25,Bachelor's,m,other,1,36,3,5,1,0,52
3391,Operations,region_32,Master's & above,f,sourcing,1,42,4,5,0,0,64
57480,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,32,5,6,1,0,48
46707,Procurement,region_2,Bachelor's,f,sourcing,1,33,3,8,0,0,66
64571,Sales & Marketing,region_15,Bachelor's,m,other,1,24,3,2,0,0,48
70534,Legal,region_22,Bachelor's,m,sourcing,1,30,,1,0,0,60
40945,HR,region_6,Bachelor's,m,sourcing,1,32,4,7,1,0,48
25095,Operations,region_22,Master's & above,f,other,1,37,5,8,1,0,58
67885,Analytics,region_7,Bachelor's,f,other,2,32,5,2,1,0,86
13691,R&D,region_2,Bachelor's,m,other,1,31,4,6,0,0,87
63189,Procurement,region_28,Master's & above,m,other,1,31,5,5,1,0,74
16856,Sales & Marketing,region_2,Bachelor's,f,other,1,60,3,6,0,1,49
27976,Finance,region_28,Master's & above,m,sourcing,3,35,4,3,1,0,61
20714,Sales & Marketing,region_2,Master's & above,m,sourcing,1,48,3,6,1,0,51
73380,Operations,region_7,Bachelor's,f,sourcing,1,32,4,10,1,0,54
31200,Procurement,region_13,Master's & above,f,other,1,33,5,5,1,0,89
17537,Legal,region_5,Bachelor's,m,other,1,30,,1,1,0,61
67473,Operations,region_7,Bachelor's,f,other,1,33,4,6,1,0,65
77184,Sales & Marketing,region_22,,m,other,1,30,1,1,0,0,51
49988,Analytics,region_7,Master's & above,m,other,1,41,2,2,1,0,87
6451,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,34,1,7,0,0,47
37561,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,32,2,8,0,0,56
57830,Operations,region_26,Bachelor's,f,other,1,31,5,5,1,0,57
23445,Sales & Marketing,region_23,Bachelor's,m,other,1,27,,1,0,0,47
43788,Technology,region_7,Bachelor's,m,sourcing,1,34,3,4,0,0,77
55350,Operations,region_5,Bachelor's,m,sourcing,1,25,3,3,0,0,56
44704,Sales & Marketing,region_5,Bachelor's,m,sourcing,3,26,4,2,0,0,45
35338,R&D,region_2,Master's & above,m,sourcing,2,37,4,7,1,0,84
40906,Sales & Marketing,region_26,Bachelor's,m,other,2,26,1,3,0,0,49
16465,Technology,region_8,Bachelor's,m,other,1,26,5,2,1,0,75
9579,Technology,region_26,Master's & above,m,sourcing,1,39,3,8,0,0,84
16518,Sales & Marketing,region_20,Bachelor's,m,sourcing,2,36,3,9,0,0,49
36068,Sales & Marketing,region_31,Bachelor's,m,other,1,26,2,3,0,0,52
23162,Sales & Marketing,region_7,Bachelor's,m,other,1,50,1,15,0,0,51
49436,Technology,region_25,Master's & above,m,sourcing,2,34,3,5,0,0,84
13906,Legal,region_12,Bachelor's,f,other,1,25,5,2,1,0,56
34868,Sales & Marketing,region_15,Bachelor's,m,other,3,38,4,9,0,0,50
15569,Operations,region_34,Bachelor's,m,other,1,25,3,2,0,0,61
25643,Operations,region_22,Bachelor's,m,other,1,48,1,10,0,0,57
17597,Sales & Marketing,region_7,Master's & above,m,sourcing,1,41,5,11,1,0,52
422,Technology,region_26,Master's & above,f,other,4,33,4,7,1,0,82
20285,Analytics,region_21,,m,other,2,29,3,5,0,0,82
48134,Sales & Marketing,region_2,Master's & above,m,referred,1,33,5,3,1,0,51
63679,Sales & Marketing,region_33,Bachelor's,m,other,1,41,3,13,0,0,51
59304,Sales & Marketing,region_2,Master's & above,m,sourcing,2,30,4,5,1,0,49
49931,Sales & Marketing,region_26,,m,sourcing,1,33,3,4,0,0,50
78132,Sales & Marketing,region_4,Master's & above,m,other,1,57,1,16,0,0,47
64612,Sales & Marketing,region_21,Bachelor's,m,sourcing,1,38,1,2,1,0,50
39454,Analytics,region_22,Bachelor's,m,sourcing,1,27,2,3,1,0,85
22981,Sales & Marketing,region_2,Bachelor's,m,other,1,59,5,23,0,0,52
58796,HR,region_2,Bachelor's,m,sourcing,1,54,3,13,0,0,48
23841,Procurement,region_2,Master's & above,f,sourcing,1,44,2,16,0,0,73
14840,Technology,region_31,Bachelor's,m,other,2,43,4,13,0,0,77
76745,Operations,region_4,Bachelor's,f,other,2,38,3,12,1,0,58
68144,R&D,region_22,Bachelor's,m,other,3,29,3,3,0,0,83
75527,Sales & Marketing,region_4,Bachelor's,m,other,1,43,5,4,0,0,49
75523,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,54,4,12,0,0,49
57154,Operations,region_21,Bachelor's,m,other,1,36,3,4,0,0,60
58520,Operations,region_32,Bachelor's,m,other,1,34,5,8,0,0,77
77605,Procurement,region_15,Master's & above,m,sourcing,1,46,5,2,1,0,72
36722,Procurement,region_7,Bachelor's,f,sourcing,2,26,,1,0,0,68
65202,Finance,region_23,Master's & above,m,other,1,36,5,8,1,1,87
21966,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,32,3,4,0,0,47
18655,Operations,region_19,Master's & above,m,other,1,40,3,2,0,0,57
5055,R&D,region_23,Master's & above,m,other,1,36,1,7,0,0,86
49626,Analytics,region_2,,m,sourcing,1,32,5,5,0,0,85
67518,Sales & Marketing,region_27,Bachelor's,m,sourcing,2,41,4,5,0,0,50
38688,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,35,4,10,1,0,50
15712,R&D,region_29,Master's & above,m,other,1,32,5,2,1,0,78
32200,Sales & Marketing,region_2,Bachelor's,f,other,1,36,3,8,0,0,47
31196,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,44,3,13,0,0,46
54497,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,54,2,12,0,0,51
15518,Operations,region_15,Bachelor's,m,sourcing,1,47,5,6,1,0,59
60920,HR,region_2,Master's & above,m,other,1,56,4,3,0,0,50
45834,HR,region_2,Bachelor's,f,referred,1,28,3,2,0,0,48
12621,Procurement,region_22,Bachelor's,m,other,2,27,1,2,1,0,62
70136,Sales & Marketing,region_31,Bachelor's,m,other,1,49,5,23,1,0,53
12544,Analytics,region_26,Bachelor's,m,sourcing,1,27,3,2,0,0,86
50110,Procurement,region_7,Bachelor's,f,other,1,30,3,5,0,0,69
5854,Sales & Marketing,region_2,Bachelor's,f,other,2,38,1,3,0,0,45
39638,Technology,region_6,Bachelor's,m,sourcing,2,33,4,8,0,0,79
61027,Finance,region_26,Bachelor's,f,other,1,27,3,2,0,0,56
64875,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,34,1,8,0,0,53
56675,Procurement,region_15,Master's & above,f,sourcing,1,38,4,7,0,0,68
22131,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,30,5,3,1,0,49
49863,Operations,region_22,Below Secondary,m,other,1,22,,1,0,0,63
37898,Procurement,region_30,Bachelor's,f,sourcing,1,27,1,4,0,0,73
74408,Technology,region_22,Bachelor's,f,other,1,30,3,3,0,0,79
20895,Finance,region_2,Bachelor's,f,sourcing,1,26,3,2,0,0,60
45468,Finance,region_2,Bachelor's,f,other,1,41,5,10,1,0,53
47574,Finance,region_2,Bachelor's,m,sourcing,1,31,3,3,0,0,60
46307,Analytics,region_22,Bachelor's,m,other,2,29,5,3,1,0,83
24806,Analytics,region_2,Master's & above,m,other,1,51,3,6,0,0,86
7805,Operations,region_22,Master's & above,m,sourcing,1,37,3,10,0,0,57
6073,Sales & Marketing,region_2,Bachelor's,m,sourcing,3,27,4,4,0,0,49
19946,Operations,region_22,Bachelor's,m,other,1,28,3,4,1,0,60
26627,HR,region_2,Bachelor's,f,other,1,52,4,17,0,0,44
47698,Operations,region_21,Bachelor's,m,other,2,27,,1,1,0,56
37088,Technology,region_28,Bachelor's,m,other,1,32,3,5,0,0,75
