employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
65714,Sales & Marketing,region_22,Bachelor's,m,other,1,25,3.0,3,0,0,48,0
10553,Sales & Marketing,region_2,Bachelor's,m,other,1,47,4.0,7,1,0,51,0
24157,Sales & Marketing,region_11,,m,other,1,35,1.0,7,0,0,45,0
22579,Operations,region_13,Bachelor's,f,other,1,38,4.0,8,1,0,58,0
1154,Finance,region_2,Bachelor's,m,sourcing,2,36,4.0,11,0,0,61,0
13117,Finance,region_2,Master's & above,m,sourcing,1,38,4.0,5,0,0,57,0
46820,Sales & Marketing,region_17,Bachelor's,f,sourcing,2,35,3.0,4,1,0,47,0
74005,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,59,1.0,6,0,0,47,0
48723,Analytics,region_22,Bachelor's,m,other,1,30,5.0,5,1,0,82,0
16380,Technology,region_11,,m,other,1,31,,1,0,0,79,0
45336,Sales & Marketing,region_32,Bachelor's,f,other,1,28,4.0,6,0,0,53,0
69040,Sales & Marketing,region_2,Master's & above,f,sourcing,2,39,3.0,9,0,0,52,0
32945,Procurement,region_2,Master's & above,m,other,1,37,2.0,4,1,0,65,0
58787,Operations,region_2,Master's & above,m,sourcing,1,32,5.0,4,1,0,59,0
64701,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,23,5.0,2,0,0,51,0
16306,Procurement,region_2,Bachelor's,m,other,2,31,3.0,7,0,0,69,0
77403,Legal,region_2,Master's & above,f,other,1,56,5.0,14,1,0,56,0
18915,Technology,region_2,Bachelor's,m,sourcing,1,48,3.0,8,0,0,80,0
30545,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,35,5.0,9,0,0,50,0
72411,Procurement,region_2,Master's & above,m,sourcing,1,50,5.0,19,1,0,69,0
30647,Procurement,region_8,Bachelor's,f,other,1,29,3.0,2,0,0,66,0
78027,Procurement,region_13,Bachelor's,m,other,1,28,3.0,6,0,0,65,0
9586,Sales & Marketing,region_22,Bachelor's,m,other,1,29,3.0,4,0,0,58,1
66662,Analytics,region_22,Bachelor's,m,other,2,27,3.0,3,1,0,86,0
51026,Procurement,region_2,Master's & above,f,sourcing,1,38,3.0,10,0,0,64,0
8321,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,44,4.0,5,0,0,53,0
62245,Sales & Marketing,region_29,Bachelor's,m,other,1,32,4.0,6,0,0,51,0
59941,R&D,region_22,Master's & above,m,sourcing,1,28,,1,1,0,85,1
40473,Operations,region_2,Master's & above,m,sourcing,1,43,5.0,7,0,0,54,0
54841,Finance,region_31,Bachelor's,m,other,1,27,4.0,3,0,0,56,0
76896,Sales & Marketing,region_4,Master's & above,f,sourcing,1,35,5.0,8,0,0,53,0
75400,Operations,region_2,Bachelor's,f,other,2,36,4.0,5,1,0,60,0
4386,Technology,region_11,Master's & above,m,other,1,43,5.0,7,1,0,82,0
26629,R&D,region_2,Master's & above,m,sourcing,3,43,2.0,12,1,0,88,0
68218,Sales & Marketing,region_25,Bachelor's,m,other,1,39,3.0,2,0,0,45,0
20548,Analytics,region_11,Bachelor's,m,other,2,40,3.0,4,0,0,83,0
5228,Operations,region_2,Master's & above,f,other,1,37,4.0,8,1,0,59,0
56509,HR,region_22,Bachelor's,f,sourcing,1,33,1.0,6,0,0,53,0
71566,Analytics,region_2,Bachelor's,m,other,2,26,3.0,4,1,0,83,0
69790,Sales & Marketing,region_7,,m,other,2,26,2.0,3,0,0,51,0
18610,Technology,region_27,Bachelor's,m,other,1,28,3.0,2,1,0,77,0
40818,Procurement,region_10,Bachelor's,f,other,1,31,3.0,5,0,0,69,0
46948,Operations,region_8,Bachelor's,m,sourcing,1,27,3.0,5,0,0,63,0
13470,Procurement,region_1,Bachelor's,m,other,1,25,,1,1,0,70,0
7904,HR,region_16,Below Secondary,m,other,1,22,3.0,2,0,0,49,0
47688,Operations,region_2,Bachelor's,m,other,2,56,5.0,4,0,0,61,0
3759,Operations,region_22,Below Secondary,m,sourcing,1,26,1.0,3,1,1,58,0
4522,Technology,region_7,Bachelor's,m,sourcing,1,31,3.0,6,1,0,79,0
58929,Operations,region_15,Bachelor's,m,sourcing,1,36,2.0,9,0,0,59,0
3893,Procurement,region_20,Master's & above,f,other,1,38,5.0,10,1,0,72,0
76312,Analytics,region_13,Bachelor's,m,other,1,26,4.0,4,0,0,83,0
31131,HR,region_13,Bachelor's,m,other,1,25,3.0,2,0,0,55,0
25915,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,28,4.0,3,0,0,49,0
33745,HR,region_25,Bachelor's,f,other,1,28,5.0,3,0,0,50,0
44771,Sales & Marketing,region_2,Bachelor's,m,sourcing,3,37,1.0,9,0,0,46,0
55892,Operations,region_29,Bachelor's,m,other,1,30,3.0,2,0,0,63,0
4182,Analytics,region_22,Bachelor's,m,other,2,29,,1,0,0,81,0
31400,HR,region_5,Bachelor's,m,sourcing,1,24,,1,1,0,50,0
54922,R&D,region_25,Master's & above,f,other,1,31,3.0,2,1,0,89,0
8451,Technology,region_7,Bachelor's,m,sourcing,1,34,3.0,4,0,0,82,0
14579,Operations,region_30,Bachelor's,m,sourcing,1,28,5.0,5,1,0,62,0
25166,Sales & Marketing,region_8,Bachelor's,m,other,1,32,3.0,4,1,0,47,0
60321,HR,region_11,Bachelor's,m,sourcing,1,26,3.0,2,0,0,49,0
10450,Operations,region_2,Bachelor's,m,other,1,48,5.0,2,1,0,59,0
38007,Procurement,region_5,Bachelor's,m,other,1,36,1.0,9,0,0,68,0
27457,Operations,region_27,Bachelor's,f,sourcing,3,29,5.0,3,1,0,63,0
26128,Sales & Marketing,region_4,Bachelor's,f,other,1,30,3.0,6,0,0,51,0
39669,Operations,region_2,Master's & above,f,other,1,51,3.0,12,0,1,73,1
8878,Analytics,region_22,Bachelor's,m,other,1,30,3.0,6,1,0,84,1
43770,Technology,region_2,Bachelor's,m,referred,1,26,4.0,2,1,0,79,0
1404,Sales & Marketing,region_15,Master's & above,m,other,1,30,2.0,5,0,0,46,0
50262,Procurement,region_2,Bachelor's,f,other,2,26,1.0,2,0,0,68,0
39999,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,28,2.0,4,0,0,47,0
63928,Technology,region_31,Bachelor's,m,other,1,32,5.0,6,0,0,81,0
18691,Analytics,region_1,Master's & above,m,sourcing,1,32,5.0,4,1,0,90,1
33173,Analytics,region_28,Master's & above,m,other,2,31,3.0,8,1,0,86,0
70469,Analytics,region_2,Bachelor's,m,sourcing,2,31,3.0,6,0,0,88,0
55152,Analytics,region_2,,m,other,1,32,1.0,6,0,0,82,0
61889,Analytics,region_7,Bachelor's,m,sourcing,2,48,3.0,6,0,0,81,0
28133,HR,region_2,Bachelor's,f,sourcing,1,35,3.0,5,0,0,45,0
15197,Technology,region_22,Master's & above,m,sourcing,2,33,3.0,6,0,0,82,0
63028,Sales & Marketing,region_7,Master's & above,m,sourcing,1,42,3.0,2,0,0,49,0
5513,Technology,region_2,Bachelor's,f,referred,1,31,3.0,7,0,0,73,0
59113,Sales & Marketing,region_2,,m,sourcing,1,31,2.0,2,0,0,45,0
6496,Sales & Marketing,region_2,,m,other,2,47,3.0,10,0,0,50,0
70953,Finance,region_2,Bachelor's,f,sourcing,2,26,4.0,3,1,0,57,0
53071,Operations,region_2,,m,other,1,32,3.0,6,0,0,59,0
23806,Technology,region_5,Master's & above,m,other,1,36,5.0,9,1,0,76,0
31792,Operations,region_2,Master's & above,m,sourcing,1,50,1.0,19,0,1,60,0
25869,Procurement,region_5,Master's & above,m,sourcing,1,30,3.0,6,0,0,69,0
6638,Analytics,region_17,Bachelor's,m,sourcing,1,30,3.0,2,1,0,84,0
56667,Sales & Marketing,region_31,Bachelor's,m,sourcing,2,34,1.0,7,1,0,54,0
54667,Technology,region_14,Bachelor's,f,other,1,31,1.0,5,0,0,84,0
9647,Procurement,region_2,Bachelor's,m,sourcing,1,25,3.0,3,0,0,69,0
5519,Operations,region_19,Bachelor's,m,other,3,32,3.0,7,0,0,64,0
62241,Sales & Marketing,region_7,Bachelor's,m,other,2,33,3.0,5,0,0,48,0
17796,Operations,region_7,Bachelor's,m,sourcing,1,40,3.0,10,0,0,60,0
20713,Procurement,region_2,Master's & above,m,sourcing,2,54,3.0,3,0,0,72,0
18430,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,39,3.0,10,0,0,50,0
75130,Operations,region_7,Bachelor's,f,other,1,41,3.0,14,0,0,60,0
34114,Finance,region_33,Master's & above,m,other,1,30,3.0,5,0,0,61,0
63622,Finance,region_31,Bachelor's,m,sourcing,2,25,3.0,2,0,0,59,0
41842,Operations,region_2,Master's & above,m,other,1,49,3.0,13,0,0,56,0
6328,R&D,region_2,Bachelor's,m,sourcing,2,42,3.0,3,1,0,84,0
21390,Technology,region_22,Bachelor's,m,other,2,27,,1,1,0,80,1
66832,HR,region_7,Master's & above,f,other,1,44,5.0,14,1,0,49,0
47318,Technology,region_26,Bachelor's,f,other,1,30,2.0,5,0,0,78,0
16802,Operations,region_2,Bachelor's,f,sourcing,1,50,5.0,3,1,0,59,0
3633,Sales & Marketing,region_7,Master's & above,m,other,1,45,5.0,16,1,0,49,0
42935,Sales & Marketing,region_12,Bachelor's,f,sourcing,1,31,3.0,6,0,0,48,0
49628,HR,region_2,Bachelor's,m,referred,1,35,5.0,3,1,1,51,0
3278,Operations,region_7,Bachelor's,m,sourcing,1,34,3.0,6,0,0,58,0
70311,Technology,region_2,Bachelor's,m,other,2,34,1.0,9,0,0,80,0
32987,Analytics,region_2,Bachelor's,m,sourcing,2,26,4.0,4,0,0,84,0
36691,Sales & Marketing,region_14,,m,other,1,24,,1,1,0,55,0
67695,Sales & Marketing,region_13,Master's & above,f,sourcing,1,32,4.0,6,0,0,54,0
45407,Procurement,region_15,Bachelor's,f,other,1,39,4.0,5,1,0,73,0
37680,Technology,region_24,Master's & above,m,sourcing,1,33,4.0,3,0,0,79,0
1534,Technology,region_13,Master's & above,f,sourcing,3,36,3.0,10,0,0,80,0
75223,Operations,region_22,Bachelor's,f,sourcing,1,38,4.0,9,0,0,72,1
30254,Procurement,region_2,Bachelor's,f,sourcing,1,33,5.0,10,1,0,70,1
45770,Sales & Marketing,region_10,Bachelor's,m,other,1,30,2.0,3,0,0,47,0
49215,Analytics,region_32,Bachelor's,m,other,1,28,4.0,6,1,0,82,0
48610,Procurement,region_15,Bachelor's,m,other,1,31,1.0,7,0,0,70,0
47611,Analytics,region_31,Bachelor's,m,other,1,40,3.0,6,0,0,84,0
41721,Analytics,region_22,Bachelor's,m,referred,2,27,,1,1,0,83,0
43250,Technology,region_2,Bachelor's,f,sourcing,1,31,3.0,3,0,0,78,0
30382,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,29,5.0,3,1,0,50,0
27282,Sales & Marketing,region_23,Master's & above,m,other,2,36,2.0,3,0,1,48,0
32921,Operations,region_2,Bachelor's,f,sourcing,2,37,4.0,7,0,0,62,0
21643,Sales & Marketing,region_26,Bachelor's,m,sourcing,2,30,4.0,4,1,0,54,0
13613,Sales & Marketing,region_13,Master's & above,m,other,1,43,2.0,14,0,0,53,0
64663,Analytics,region_21,Bachelor's,f,other,1,28,,1,0,0,87,0
57555,Analytics,region_26,Bachelor's,m,other,1,30,3.0,4,0,0,84,0
68153,Procurement,region_2,Bachelor's,m,other,2,51,3.0,10,0,0,70,0
15311,Sales & Marketing,region_1,Master's & above,m,sourcing,1,38,5.0,10,0,0,49,0
12969,Finance,region_31,Bachelor's,m,other,1,30,1.0,3,0,0,61,0
7050,Sales & Marketing,region_13,,m,sourcing,1,48,3.0,4,1,0,54,0
32793,Technology,region_2,Below Secondary,f,sourcing,1,24,3.0,2,1,0,81,0
26479,Finance,region_30,Bachelor's,m,other,1,28,4.0,3,0,0,61,0
35479,Operations,region_31,Bachelor's,f,sourcing,1,34,2.0,7,0,0,57,0
3885,Sales & Marketing,region_2,Master's & above,m,other,4,34,1.0,8,0,0,47,0
67491,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,20,,1,0,0,43,0
18124,Technology,region_26,Bachelor's,f,sourcing,2,26,2.0,4,0,0,82,0
34250,Operations,region_8,Bachelor's,f,sourcing,1,30,3.0,3,0,0,60,0
42446,Analytics,region_2,Master's & above,m,other,1,34,1.0,2,1,0,81,0
64493,Operations,region_7,Bachelor's,m,other,1,31,5.0,3,1,0,58,1
58528,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,43,3.0,2,0,0,49,0
44833,Sales & Marketing,region_22,Bachelor's,m,other,1,32,5.0,6,1,0,45,0
20409,Sales & Marketing,region_2,,m,other,1,21,5.0,2,1,0,94,1
16461,Technology,region_27,Bachelor's,f,sourcing,1,30,3.0,5,0,0,79,0
28176,Analytics,region_32,Bachelor's,m,sourcing,4,29,5.0,5,1,0,86,0
20532,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,33,2.0,4,1,0,50,1
50555,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,32,2.0,6,1,0,52,1
1690,Operations,region_13,Bachelor's,f,sourcing,1,32,3.0,6,0,0,61,0
70817,Sales & Marketing,region_20,Bachelor's,f,sourcing,1,32,3.0,4,0,0,47,0
38004,Sales & Marketing,region_2,Bachelor's,m,other,1,22,,1,1,0,53,0
50390,Operations,region_2,Bachelor's,f,sourcing,2,47,3.0,8,1,0,60,0
11872,Operations,region_23,Master's & above,f,other,1,34,5.0,2,1,0,61,1
64305,Sales & Marketing,region_7,Master's & above,f,other,1,31,3.0,6,0,0,49,0
8330,Procurement,region_26,Bachelor's,m,other,2,37,3.0,4,0,0,69,0
76221,Sales & Marketing,region_13,Master's & above,m,other,1,33,5.0,8,1,0,45,0
45632,Technology,region_26,Bachelor's,m,other,1,41,3.0,8,0,0,79,0
6489,Technology,region_22,Bachelor's,f,sourcing,1,41,3.0,2,1,1,75,0
47474,Analytics,region_22,Bachelor's,m,other,1,29,1.0,4,1,0,85,0
43480,R&D,region_2,Master's & above,m,other,2,47,3.0,6,1,0,83,0
60293,Procurement,region_7,Bachelor's,m,sourcing,2,32,3.0,5,0,0,72,0
44973,Operations,region_27,Bachelor's,m,other,1,24,5.0,2,1,0,56,0
60819,Technology,region_2,Bachelor's,m,other,1,40,2.0,4,1,1,80,0
10889,Technology,region_22,Bachelor's,m,sourcing,1,32,5.0,7,1,0,78,1
68665,Analytics,region_2,Bachelor's,m,other,1,35,3.0,6,1,0,87,0
14724,Sales & Marketing,region_22,,m,other,1,38,1.0,2,1,0,55,0
61322,Sales & Marketing,region_22,Bachelor's,f,other,1,32,2.0,7,1,0,53,0
2110,HR,region_11,Bachelor's,m,other,1,27,3.0,2,1,0,51,0
11018,Technology,region_7,Bachelor's,m,other,4,27,4.0,3,0,0,81,0
24604,Analytics,region_14,Bachelor's,m,other,1,33,5.0,6,1,1,79,0
49778,Sales & Marketing,region_1,Bachelor's,m,other,1,28,1.0,3,1,0,48,0
4065,Technology,region_26,Master's & above,m,sourcing,1,32,4.0,8,1,0,76,0
54033,Finance,region_2,Bachelor's,m,sourcing,1,39,1.0,10,0,0,62,0
30476,Sales & Marketing,region_15,Bachelor's,m,other,1,48,3.0,11,0,0,54,0
64793,Sales & Marketing,region_2,Bachelor's,m,sourcing,5,34,2.0,2,1,0,48,0
34811,Sales & Marketing,region_4,Master's & above,f,other,1,41,4.0,10,1,0,52,0
61276,Analytics,region_15,Bachelor's,m,other,2,30,5.0,5,1,0,84,0
18492,Analytics,region_22,Bachelor's,f,sourcing,1,32,3.0,4,1,0,80,0
43681,Analytics,region_1,Master's & above,m,sourcing,1,38,5.0,8,0,0,85,0
3788,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,38,3.0,6,0,0,50,0
8171,R&D,region_22,Bachelor's,m,other,2,32,5.0,3,0,0,82,0
43429,Sales & Marketing,region_11,Bachelor's,f,sourcing,2,28,5.0,4,1,0,48,0
54283,Operations,region_22,Bachelor's,m,sourcing,1,39,2.0,8,0,0,62,0
71497,Sales & Marketing,region_9,Bachelor's,m,sourcing,1,27,,1,1,0,47,0
28640,Sales & Marketing,region_20,Master's & above,m,other,1,30,,1,0,0,53,0
32691,Analytics,region_12,Bachelor's,m,sourcing,1,32,3.0,4,0,0,82,0
47132,Finance,region_26,Bachelor's,f,sourcing,1,31,5.0,4,1,1,64,1
61638,Sales & Marketing,region_16,Master's & above,m,sourcing,1,33,4.0,3,1,0,51,0
11572,Sales & Marketing,region_2,Bachelor's,m,other,2,45,4.0,7,0,0,48,0
28335,Technology,region_2,Bachelor's,f,other,1,26,1.0,2,0,0,82,0
8366,Analytics,region_7,Bachelor's,m,sourcing,1,36,5.0,4,1,0,81,0
73419,Analytics,region_22,Bachelor's,m,sourcing,3,27,4.0,4,1,0,85,0
6250,Sales & Marketing,region_22,Master's & above,m,other,1,41,2.0,4,1,0,46,0
51144,Technology,region_26,Bachelor's,f,other,1,35,3.0,8,0,0,79,0
76326,Procurement,region_20,Bachelor's,m,other,1,31,3.0,2,0,0,82,1
11835,Sales & Marketing,region_15,Master's & above,m,sourcing,1,37,3.0,8,1,0,49,0
76367,Operations,region_22,Master's & above,m,other,1,34,2.0,7,0,0,54,0
60557,HR,region_2,Bachelor's,f,other,1,56,3.0,5,0,0,46,0
41725,Operations,region_16,Bachelor's,m,sourcing,1,37,3.0,10,1,0,58,0
60220,Legal,region_23,Master's & above,m,other,1,42,3.0,5,1,0,63,0
38255,Operations,region_16,Bachelor's,m,sourcing,1,26,3.0,3,0,0,62,0
14789,Sales & Marketing,region_31,Bachelor's,m,other,1,39,3.0,8,0,0,49,0
5180,Technology,region_22,Bachelor's,m,other,1,40,1.0,4,0,0,78,0
11560,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,31,5.0,2,1,0,95,1
75929,Technology,region_16,Bachelor's,m,sourcing,2,26,5.0,4,0,0,89,1
10457,Technology,region_2,Master's & above,f,other,1,49,3.0,18,0,0,82,0
27819,Legal,region_2,Master's & above,m,other,1,59,4.0,7,1,1,62,0
74902,Sales & Marketing,region_31,Bachelor's,m,other,1,33,3.0,6,0,0,50,0
61176,Analytics,region_2,,m,other,1,29,,1,0,0,85,0
6631,Sales & Marketing,region_2,Master's & above,m,other,1,48,2.0,6,0,0,48,0
63616,Technology,region_2,Bachelor's,m,other,1,22,,1,0,0,79,0
3953,Sales & Marketing,region_2,Bachelor's,m,other,2,32,3.0,6,1,0,51,0
17805,Sales & Marketing,region_15,Bachelor's,m,other,1,38,2.0,4,1,0,49,0
53539,Analytics,region_2,Bachelor's,m,sourcing,2,36,4.0,4,1,0,81,0
36930,Technology,region_5,Bachelor's,m,other,1,32,3.0,7,0,0,77,0
21291,Analytics,region_31,Bachelor's,m,sourcing,2,35,4.0,10,0,0,83,0
46807,Operations,region_26,Bachelor's,f,other,2,27,,1,1,0,56,0
5533,Procurement,region_16,Bachelor's,f,sourcing,1,30,1.0,2,0,0,69,0
61631,Operations,region_12,Bachelor's,m,sourcing,1,29,4.0,5,1,0,66,0
26276,Sales & Marketing,region_22,Bachelor's,m,other,1,28,,1,0,0,64,1
32680,Operations,region_31,Bachelor's,m,sourcing,1,40,5.0,12,0,0,64,0
77742,HR,region_2,Master's & above,f,other,1,59,4.0,6,0,0,48,0
15276,HR,region_26,Bachelor's,m,sourcing,1,29,3.0,5,0,0,46,0
5909,Procurement,region_30,Master's & above,m,sourcing,1,35,4.0,7,0,0,70,0
27378,Technology,region_2,Bachelor's,f,sourcing,1,58,3.0,26,0,0,81,0
37608,Sales & Marketing,region_2,Master's & above,f,other,2,58,4.0,28,0,0,45,0
73820,Technology,region_2,Bachelor's,m,referred,1,28,3.0,6,0,0,82,0
29907,Operations,region_2,Master's & above,m,sourcing,1,43,4.0,6,1,0,61,0
15932,Procurement,region_7,Bachelor's,f,sourcing,1,33,5.0,6,1,0,69,0
68857,Operations,region_34,Bachelor's,m,other,1,29,4.0,5,0,0,57,0
67546,Technology,region_7,Bachelor's,m,sourcing,1,42,4.0,13,0,0,78,0
15013,Procurement,region_2,Bachelor's,f,sourcing,1,45,4.0,16,0,0,68,0
65082,Operations,region_15,Bachelor's,f,sourcing,1,33,3.0,7,1,0,61,0
38541,Sales & Marketing,region_12,Bachelor's,f,other,1,27,3.0,5,0,0,50,0
51524,Sales & Marketing,region_9,Master's & above,f,other,1,28,3.0,3,0,0,50,0
10200,Procurement,region_30,Bachelor's,m,other,1,32,2.0,4,1,0,72,0
24219,Sales & Marketing,region_26,Bachelor's,m,other,1,44,3.0,6,1,0,57,0
33612,Sales & Marketing,region_4,Master's & above,m,sourcing,1,44,4.0,7,0,0,51,0
58253,Technology,region_22,Bachelor's,m,referred,1,28,4.0,5,0,0,82,0
65530,Sales & Marketing,region_2,,f,other,1,24,2.0,2,0,0,53,0
58967,Technology,region_16,Bachelor's,f,other,1,28,4.0,3,0,0,80,0
7133,Operations,region_21,Bachelor's,m,other,1,28,2.0,2,0,0,62,0
40846,Operations,region_26,Master's & above,m,other,1,55,4.0,9,0,0,58,0
69438,Procurement,region_2,Bachelor's,f,sourcing,3,32,1.0,8,0,0,71,0
17228,Sales & Marketing,region_24,Bachelor's,m,other,1,30,3.0,7,0,0,44,0
8530,Sales & Marketing,region_2,,m,other,2,32,3.0,3,0,0,50,0
30433,Procurement,region_27,Bachelor's,m,other,1,36,4.0,3,1,0,66,0
20746,Sales & Marketing,region_26,Bachelor's,f,other,1,26,,1,1,0,47,0
58094,Technology,region_2,Below Secondary,f,other,1,25,4.0,2,1,0,81,0
28915,Analytics,region_25,Bachelor's,m,sourcing,1,27,1.0,3,0,0,87,0
53815,Procurement,region_2,Bachelor's,m,other,6,40,3.0,2,0,0,69,0
61253,Technology,region_2,Bachelor's,f,other,1,37,4.0,3,0,0,71,0
3667,Operations,region_7,Master's & above,f,other,1,51,3.0,9,0,0,56,0
61101,Sales & Marketing,region_2,Master's & above,m,sourcing,1,48,5.0,3,0,0,49,0
23938,Operations,region_22,Bachelor's,m,other,1,25,1.0,2,0,0,56,0
74027,Procurement,region_22,Master's & above,m,other,1,34,3.0,7,0,0,70,0
7043,Sales & Marketing,region_19,Bachelor's,m,other,1,30,1.0,7,0,0,50,0
45737,Procurement,region_2,Bachelor's,m,sourcing,3,36,3.0,8,0,0,64,0
51831,Legal,region_2,Bachelor's,m,other,1,28,,1,0,0,64,0
69149,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,41,1.0,3,1,0,50,0
17830,Technology,region_15,Bachelor's,m,sourcing,2,36,4.0,3,0,0,79,0
29114,Technology,region_22,Bachelor's,m,sourcing,1,27,5.0,5,1,0,82,1
50484,Finance,region_2,,f,other,1,45,3.0,13,0,0,58,0
6524,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,35,4.0,7,0,0,49,0
9711,Operations,region_2,Bachelor's,f,other,4,36,2.0,2,0,0,57,0
68675,Technology,region_14,Master's & above,f,other,1,43,3.0,18,0,0,85,0
32500,Technology,region_22,Master's & above,m,other,1,42,3.0,7,0,0,81,0
3397,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,29,3.0,4,1,0,54,0
31037,Sales & Marketing,region_2,Bachelor's,m,other,1,53,1.0,12,0,0,49,0
64108,Technology,region_23,Bachelor's,m,sourcing,1,32,5.0,7,1,0,85,0
10166,Procurement,region_11,Bachelor's,m,sourcing,1,40,3.0,7,0,0,68,0
9186,Analytics,region_2,Bachelor's,m,other,2,41,3.0,3,0,0,90,0
35924,Operations,region_4,Bachelor's,m,other,1,30,5.0,5,0,0,72,1
41271,Sales & Marketing,region_3,Master's & above,m,other,1,38,3.0,6,0,0,48,0
49490,Analytics,region_26,Bachelor's,m,other,1,28,5.0,5,0,0,91,1
25254,Operations,region_14,Bachelor's,m,other,1,31,4.0,6,0,0,61,0
13397,Operations,region_29,Bachelor's,f,other,1,37,5.0,5,1,0,60,0
39051,Technology,region_15,Master's & above,f,other,1,38,4.0,4,0,0,76,0
33662,Analytics,region_22,Bachelor's,m,sourcing,2,26,5.0,3,1,0,84,1
47516,Technology,region_5,Bachelor's,m,other,1,35,4.0,8,1,0,81,0
68211,Operations,region_31,Bachelor's,m,other,1,30,5.0,4,1,0,57,0
63920,Operations,region_2,Master's & above,f,other,1,48,3.0,15,1,0,60,0
65596,Operations,region_8,Bachelor's,m,sourcing,1,33,1.0,7,0,0,62,0
60035,Technology,region_13,Master's & above,f,other,2,31,3.0,4,0,0,80,0
13536,Operations,region_4,Master's & above,m,other,1,36,3.0,7,1,0,61,0
33358,Operations,region_20,Bachelor's,m,other,1,32,4.0,7,0,0,57,0
23012,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,56,5.0,24,1,0,47,0
11138,Procurement,region_22,Bachelor's,m,sourcing,1,24,3.0,1,0,0,73,0
69682,Sales & Marketing,region_28,Master's & above,m,other,1,40,3.0,6,0,0,46,0
50252,Legal,region_2,Bachelor's,m,sourcing,1,39,3.0,4,1,0,60,0
3310,Procurement,region_15,Bachelor's,m,other,1,31,3.0,6,1,0,71,0
4039,Procurement,region_2,Master's & above,f,sourcing,2,42,3.0,6,1,0,70,0
27045,Operations,region_2,Bachelor's,m,sourcing,1,45,4.0,10,0,0,62,0
61739,Technology,region_2,Master's & above,m,sourcing,1,34,3.0,2,0,0,84,1
72557,Analytics,region_28,Master's & above,m,other,1,31,5.0,4,0,0,78,0
47168,Sales & Marketing,region_3,Master's & above,m,other,1,33,5.0,2,1,0,92,1
60281,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,25,3.0,2,0,0,47,0
37946,Analytics,region_2,Master's & above,m,other,1,33,3.0,5,0,0,83,0
27514,HR,region_2,Bachelor's,m,other,1,60,5.0,13,0,0,51,0
13440,Procurement,region_13,Bachelor's,m,other,2,34,3.0,9,0,0,71,0
55947,Sales & Marketing,region_27,Bachelor's,m,other,1,27,,1,0,0,51,0
27889,Finance,region_22,Bachelor's,f,sourcing,1,26,1.0,3,0,0,61,0
35756,Legal,region_22,Master's & above,m,other,1,58,3.0,10,0,0,57,0
20625,Operations,region_2,Master's & above,f,sourcing,1,33,5.0,5,1,0,61,0
11554,HR,region_2,Master's & above,m,other,1,44,3.0,3,0,0,46,0
43633,Procurement,region_2,Bachelor's,m,other,1,26,,1,0,0,69,0
36201,Operations,region_2,Master's & above,f,other,1,60,4.0,17,1,0,64,0
4255,Operations,region_15,Bachelor's,f,other,1,30,5.0,6,0,0,76,1
28604,Procurement,region_22,Bachelor's,m,other,1,31,2.0,7,0,0,68,0
57690,Sales & Marketing,region_14,Bachelor's,m,other,1,35,2.0,9,0,0,46,0
3237,Analytics,region_2,Bachelor's,m,sourcing,1,38,3.0,10,0,0,86,0
21320,Sales & Marketing,region_7,Master's & above,m,other,1,43,5.0,6,0,0,52,0
38140,Technology,region_2,Master's & above,m,sourcing,1,45,4.0,5,1,0,83,0
59151,Procurement,region_22,Bachelor's,m,other,4,28,3.0,4,0,0,71,0
68263,Technology,region_16,Bachelor's,f,other,1,30,3.0,7,1,1,76,1
46587,Procurement,region_17,Bachelor's,f,sourcing,1,28,,1,1,0,66,0
64540,Procurement,region_2,Master's & above,m,other,10,55,3.0,12,0,0,70,0
12579,Analytics,region_2,Bachelor's,m,other,1,49,4.0,10,1,0,85,0
21674,Operations,region_22,Bachelor's,f,sourcing,1,31,3.0,3,1,1,57,0
49245,Sales & Marketing,region_29,Bachelor's,m,other,1,28,1.0,4,0,0,52,0
1158,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,33,3.0,8,0,0,54,0
65550,R&D,region_21,Master's & above,m,other,1,28,4.0,6,1,0,84,0
37057,Operations,region_22,Master's & above,m,sourcing,1,43,3.0,12,1,0,65,0
